State,County,Domain Category,Value
KENTUCKY,GRAYSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
KENTUCKY,GREEN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,HARDIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),12
KENTUCKY,HARDIN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
KENTUCKY,HARDIN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,HART,INVENTORY OF MILK COWS: (1 TO 9 HEAD),15
KENTUCKY,HART,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
KENTUCKY,HART,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
KENTUCKY,HART,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,JEFFERSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,LARUE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
KENTUCKY,LARUE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,LARUE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,LARUE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
KENTUCKY,MARION,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,MARION,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
KENTUCKY,MARION,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
KENTUCKY,MARION,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
KENTUCKY,MARION,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,MEADE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),8
KENTUCKY,METCALFE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
KENTUCKY,MONROE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,MONROE,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
KENTUCKY,MONROE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
KENTUCKY,NELSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
KENTUCKY,NELSON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,NELSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,RUSSELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,RUSSELL,INVENTORY OF MILK COWS: (100 TO 199 HEAD),8
KENTUCKY,RUSSELL,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
KENTUCKY,RUSSELL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,TAYLOR,INVENTORY OF MILK COWS: (1 TO 9 HEAD),15
KENTUCKY,TAYLOR,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,TAYLOR,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,TAYLOR,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
KENTUCKY,TAYLOR,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,WARREN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
KENTUCKY,BELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
KENTUCKY,BOYD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,BOYD,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,CARTER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,CLAY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,ELLIOTT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,ESTILL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,FLOYD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,GREENUP,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,GREENUP,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,JACKSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
KENTUCKY,JOHNSON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,KNOX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,KNOX,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,LAUREL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
KENTUCKY,LAUREL,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
KENTUCKY,LAWRENCE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,LETCHER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,LEWIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
KENTUCKY,MAGOFFIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,MENIFEE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,MORGAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
KENTUCKY,MORGAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,POWELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,PULASKI,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
KENTUCKY,PULASKI,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
KENTUCKY,PULASKI,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
KENTUCKY,PULASKI,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,PULASKI,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,ROCKCASTLE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
KENTUCKY,ROCKCASTLE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,ROCKCASTLE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,ROCKCASTLE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,ROWAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
KENTUCKY,WAYNE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
KENTUCKY,WAYNE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,WHITLEY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
KENTUCKY,WHITLEY,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,WOLFE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,CALDWELL,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,CALDWELL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
KENTUCKY,CHRISTIAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),29
KENTUCKY,CHRISTIAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),29
KENTUCKY,CHRISTIAN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),22
KENTUCKY,CRITTENDEN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),12
KENTUCKY,CRITTENDEN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),4
KENTUCKY,DAVIESS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,DAVIESS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
KENTUCKY,HANCOCK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,HOPKINS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
KENTUCKY,LOGAN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
KENTUCKY,MCLEAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,MUHLENBERG,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,MUHLENBERG,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,OHIO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
KENTUCKY,SIMPSON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,SIMPSON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,TODD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
KENTUCKY,TODD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),7
KENTUCKY,TODD,INVENTORY OF MILK COWS: (20 TO 49 HEAD),7
KENTUCKY,TODD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),17
KENTUCKY,UNION,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,UNION,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,BOONE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,BRACKEN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
KENTUCKY,BRACKEN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,CAMPBELL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
KENTUCKY,CARROLL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,GALLATIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,GALLATIN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,GRANT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,GRANT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
KENTUCKY,GRANT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,HENRY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
KENTUCKY,HENRY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
KENTUCKY,KENTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,OLDHAM,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,OLDHAM,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
KENTUCKY,OWEN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
KENTUCKY,OWEN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,OWEN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
KENTUCKY,PENDLETON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,PENDLETON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
KENTUCKY,TRIMBLE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
KENTUCKY,BALLARD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
KENTUCKY,GRAVES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
KENTUCKY,GRAVES,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
KENTUCKY,HICKMAN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,LYON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,MARSHALL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
KENTUCKY,TRIGG,INVENTORY OF MILK COWS: (1 TO 9 HEAD),24
KENTUCKY,TRIGG,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
KENTUCKY,TRIGG,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
KENTUCKY,TRIGG,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
LOUISIANA,EVANGELINE,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
LOUISIANA,GRANT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
LOUISIANA,LA SALLE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
LOUISIANA,SAINT HELENA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
LOUISIANA,SAINT HELENA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
LOUISIANA,SAINT HELENA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
LOUISIANA,SAINT HELENA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
LOUISIANA,TANGIPAHOA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
LOUISIANA,TANGIPAHOA,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
LOUISIANA,TANGIPAHOA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
LOUISIANA,TANGIPAHOA,INVENTORY OF MILK COWS: (200 TO 499 HEAD),6
LOUISIANA,TANGIPAHOA,INVENTORY OF MILK COWS: (50 TO 99 HEAD),4
LOUISIANA,WASHINGTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
LOUISIANA,WASHINGTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
LOUISIANA,WASHINGTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
LOUISIANA,WASHINGTON,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
LOUISIANA,WEST FELICIANA,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
LOUISIANA,FRANKLIN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
LOUISIANA,FRANKLIN,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
LOUISIANA,WEST CARROLL,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
LOUISIANA,BOSSIER,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
LOUISIANA,CADDO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
LOUISIANA,DE SOTO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
LOUISIANA,IBERIA,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
LOUISIANA,ALLEN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),4
LOUISIANA,BEAUREGARD,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
LOUISIANA,BEAUREGARD,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
LOUISIANA,BEAUREGARD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
LOUISIANA,CALCASIEU,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
LOUISIANA,VERMILION,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
LOUISIANA,VERMILION,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
LOUISIANA,SABINE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
LOUISIANA,SABINE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MAINE,HANCOCK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),5
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
MAINE,PENOBSCOT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
MAINE,PISCATAQUIS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
MAINE,PISCATAQUIS,INVENTORY OF MILK COWS: (10 TO 19 HEAD),3
MAINE,PISCATAQUIS,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
MAINE,PISCATAQUIS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
MAINE,PISCATAQUIS,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MAINE,SOMERSET,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
MAINE,SOMERSET,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
MAINE,SOMERSET,INVENTORY OF MILK COWS: (200 TO 499 HEAD),3
MAINE,SOMERSET,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
MAINE,SOMERSET,INVENTORY OF MILK COWS: (500 OR MORE HEAD),2
MAINE,WALDO,INVENTORY OF MILK COWS: (1 TO 9 HEAD),12
MAINE,WALDO,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
MAINE,WALDO,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
MAINE,WALDO,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MAINE,WALDO,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
MAINE,WALDO,INVENTORY OF MILK COWS: (50 TO 99 HEAD),7
MAINE,WALDO,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MAINE,WASHINGTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
MAINE,WASHINGTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MAINE,AROOSTOOK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),17
MAINE,AROOSTOOK,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
MAINE,AROOSTOOK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MAINE,AROOSTOOK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),4
MAINE,ANDROSCOGGIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
MAINE,ANDROSCOGGIN,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MAINE,ANDROSCOGGIN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MAINE,ANDROSCOGGIN,INVENTORY OF MILK COWS: (200 TO 499 HEAD),5
MAINE,ANDROSCOGGIN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MAINE,CUMBERLAND,INVENTORY OF MILK COWS: (1 TO 9 HEAD),13
MAINE,CUMBERLAND,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
MAINE,CUMBERLAND,INVENTORY OF MILK COWS: (100 TO 199 HEAD),4
MAINE,CUMBERLAND,INVENTORY OF MILK COWS: (20 TO 49 HEAD),7
MAINE,CUMBERLAND,INVENTORY OF MILK COWS: (50 TO 99 HEAD),5
MAINE,FRANKLIN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),10
MAINE,FRANKLIN,INVENTORY OF MILK COWS: (10 TO 19 HEAD),8
MAINE,FRANKLIN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
MAINE,FRANKLIN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),7
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (200 TO 499 HEAD),7
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
MAINE,KENNEBEC,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
MAINE,KNOX,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
MAINE,LINCOLN,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
MAINE,LINCOLN,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MAINE,LINCOLN,INVENTORY OF MILK COWS: (50 TO 99 HEAD),3
MAINE,OXFORD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),16
MAINE,OXFORD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
MAINE,OXFORD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MAINE,SAGADAHOC,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
MAINE,SAGADAHOC,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MAINE,YORK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),11
MAINE,YORK,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
MAINE,YORK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),4
MAINE,YORK,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
MAINE,YORK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),2
MARYLAND,WORCESTER,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
MARYLAND,BALTIMORE,INVENTORY OF MILK COWS: (1 TO 9 HEAD),7
MARYLAND,BALTIMORE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MARYLAND,BALTIMORE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MARYLAND,BALTIMORE,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),9
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (100 TO 199 HEAD),6
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (200 TO 499 HEAD),6
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
MARYLAND,CARROLL,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (1 TO 9 HEAD),8
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (100 TO 199 HEAD),12
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (200 TO 499 HEAD),12
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (50 TO 99 HEAD),9
MARYLAND,FREDERICK,INVENTORY OF MILK COWS: (500 OR MORE HEAD),4
MARYLAND,HARFORD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
MARYLAND,HARFORD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),3
MARYLAND,HARFORD,INVENTORY OF MILK COWS: (20 TO 49 HEAD),5
MARYLAND,HARFORD,INVENTORY OF MILK COWS: (200 TO 499 HEAD),4
MARYLAND,HARFORD,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MARYLAND,HOWARD,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
MARYLAND,HOWARD,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
MARYLAND,HOWARD,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MARYLAND,MONTGOMERY,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
MARYLAND,MONTGOMERY,INVENTORY OF MILK COWS: (20 TO 49 HEAD),3
MARYLAND,MONTGOMERY,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (100 TO 199 HEAD),47
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (20 TO 49 HEAD),6
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (200 TO 499 HEAD),7
MARYLAND,WASHINGTON,INVENTORY OF MILK COWS: (50 TO 99 HEAD),32
MARYLAND,ANNE ARUNDEL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
MARYLAND,CALVERT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
MARYLAND,CHARLES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),6
MARYLAND,CHARLES,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MARYLAND,PRINCE GEORGES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),4
MARYLAND,PRINCE GEORGES,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MARYLAND,PRINCE GEORGES,INVENTORY OF MILK COWS: (20 TO 49 HEAD),2
MARYLAND,ST MARYS,INVENTORY OF MILK COWS: (1 TO 9 HEAD),19
MARYLAND,ST MARYS,INVENTORY OF MILK COWS: (10 TO 19 HEAD),2
MARYLAND,ST MARYS,INVENTORY OF MILK COWS: (20 TO 49 HEAD),8
MARYLAND,CAROLINE,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
MARYLAND,CAROLINE,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MARYLAND,CAROLINE,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MARYLAND,CECIL,INVENTORY OF MILK COWS: (1 TO 9 HEAD),2
MARYLAND,CECIL,INVENTORY OF MILK COWS: (10 TO 19 HEAD),1
MARYLAND,CECIL,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
MARYLAND,CECIL,INVENTORY OF MILK COWS: (20 TO 49 HEAD),9
MARYLAND,CECIL,INVENTORY OF MILK COWS: (200 TO 499 HEAD),2
MARYLAND,CECIL,INVENTORY OF MILK COWS: (50 TO 99 HEAD),6
MARYLAND,CECIL,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MARYLAND,KENT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MARYLAND,KENT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
MARYLAND,KENT,INVENTORY OF MILK COWS: (500 OR MORE HEAD),3
MARYLAND,QUEEN ANNES,INVENTORY OF MILK COWS: (1 TO 9 HEAD),3
MARYLAND,QUEEN ANNES,INVENTORY OF MILK COWS: (100 TO 199 HEAD),2
MARYLAND,QUEEN ANNES,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
MARYLAND,QUEEN ANNES,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MARYLAND,QUEEN ANNES,INVENTORY OF MILK COWS: (500 OR MORE HEAD),1
MARYLAND,TALBOT,INVENTORY OF MILK COWS: (20 TO 49 HEAD),1
MARYLAND,TALBOT,INVENTORY OF MILK COWS: (200 TO 499 HEAD),1
MARYLAND,TALBOT,INVENTORY OF MILK COWS: (50 TO 99 HEAD),1
MARYLAND,ALLEGANY,INVENTORY OF MILK COWS: (1 TO 9 HEAD),1
MARYLAND,GARRETT,INVENTORY OF MILK COWS: (1 TO 9 HEAD),14
MARYLAND,GARRETT,INVENTORY OF MILK COWS: (100 TO 199 HEAD),1
